ID,Name,Average User Rating,User Rating Count,Developer,Size
317677424,UAV Fighter Free,3,6906,"Entertaining Games, Inc.",12120793
318083567,WORP - Next Gen Solitaire Puzzle,3,9,Maximilian Auer,20501504
318267805,Bubble Buster,3.5,2110,North Sky Games,76698624
318280645,Age of Conquest: Europe,3.5,267,Noble Master LLC,39074816
318465515,Backgammon!,2,704,osnine,413902
318639200,Crush the Castle,3.5,23854,Armor Games Inc,44707840
318974349,PopGroup,3,847,Tom Kerrigan,995328
318975161,PopGroup Lite,3,233,Tom Kerrigan,761856
319009472,TapSquares,3,5,Bubble Pop Software,2137088
319305999,Chess,4.5,14864,Vintolo Ltd,47129600
319519142,TOTL,2.5,43,Robert Urschel,41591808
305464559,Psarakia (Ice Fishing),3.5,90,CrazySoft Limited,4922368
320166918,Tic-Tac-Toe Arena,1.5,8,RookSoft Ltd.,82583552
320469536,4_IN_1_ROW_Lite,2.5,3593,"AOBO Co.,Ltd",7750656
320667784,Tournament Checkers Free,3,344,Futrell Software,4578541
321026028,Checkers,4.5,36581,Vintolo Ltd,69393408
321219952,Pipe Mania,3,302,Virtual Programming Ltd,85569536
321369231,WORMS,4,5778,Team17 Software Ltd,253834240
321756558,Pixel Starships,4.5,27739,Savy Soda,104436736
322110989,PUSHY,4,163,medienwerkstatt,83070976
318639200,Crush the Castle,3.5,1,Armor Games Inc,44707840
322423174,Traffic Rush,3.5,212763,Donut Games,9466880
322829337,Traffic Control!,3,24,Jon Davis,4474837
323122770,Sudoku Infinite,3.5,166,Ludovic Landry,10318615
318639200,Crush the Castle,3.5,78,Armor Games Inc,44707840
323242790,Cartoon Wars,3.5,35905,BLUE,13216994
323249918,Hexxagon,2.5,268,Aleksejs Voloviks,5334016
323375748,Big Deuce - Big 2 Classic,3,942,38 Softworks Inc.,18093056
323833695,Archmage Defense Lite,3.5,3135,Nerv Technology,9205022
324012853,Orbital,4,1435,bitforge Ltd,22335488
324018225,Tic Tac Toe: World Challenge,3,680,DigitalFun,4481024
324331173,Stock Wars - Virtual Investing,3.5,3015,Continuous Integration Inc.,10139648
324335340,Sudoku Deluxe,4.5,688,Mobile Deluxe,70557696
324355661,Block Drop,4,113,"Freecloud Design, Inc.",48675840
324530319,All American Girls Concentration Memory Game,2,291,"No Tie, LLC",9900032
324538716,Phoenix Emperor 50 Marks,4.5,62,"Codxp, Inc",22518784
324561305,Cleopatra,3.5,1054,IGT,5085584
324715902,Bored,3.5,9,Patrick Q. Kelly,16440320
326148795,Orient Express: The Train Simulator,3,657,AppMania,25035776
326162486,Icy Escort,3,47338,Donut Games,9214976
327098920,Alice Greenfingers,3.5,1979,Donut Games,9659320
327244757,Space Control,2.5,654,Aleksejs Voloviks,13483008
327708154,HIARCS Chess,4,213,Applied Computer Concepts Ltd.,22864896
327755335,Mobile Aquarium,3,15277,TLogic.de,8482816
327771130,PUSHY lite,3.5,776,medienwerkstatt,64505856
328034857,Ancient War,3.5,5378,Triniti Interactive Limited,15120306
328168559,Backgammon NJ,4,2567,Jimmy Hu,21422080
328330651,Pebble Command,2.5,29,Pavlos Tsochantaris,35214336
328415391,Yahoo Fantasy Football & more,3.5,199585,Yahoo,145777664
329218549,Chess - Play & Learn,4.5,143719,Chess.com,109671424
329466722,DodgeDot,3,4289,"Jampaq, Inc.",24214528
329629837,Mummy: Tomb of the Lost Souls FREE,3,178,Richard Nguyen,11965728
329707508,Cannon Siege,3,694,Chad Towns,7587880
329911028,Slideswipe,5,6,Plannerhead,19798016
330159662,Cows In Space,3,46861,Donut Games,8752128
330222186,Fare City: Taxi Mania,3.5,1639,Finkly Interactive,35438592
330511928,Cartoon Wars Lite,4,148144,BLUE,12429966
331271904,Bloons TD,4,7950,Ninja Kiwi,8432232
331538702,Igowin Tutor,3,345,Smart Games,22585344
332424440,MILLIONAIRE TYCOON,3.5,7499,Savy Soda,49016832
333178201,Tic Tac Toe 3-in-a-row,1.5,18,Courtney & Company,5614592
333208117,Chain Rxn Free,3,38008,Zwigglers Mobile,1978912
333277750,Trump It,3.5,3650,Added Entertainment Ltd,75976704
333279031,Titanic Rescue,2.5,1604,Donut Games,7494656
333453221,Ninja TD Lite,3,17680,Crazy Carpenter,16141677
334183810,Naval Fight,3.5,7,Steve Tranby,7075285
334436243,Chicken Chess,3.5,10785,Vaibhav Electronics Pvt Ltd,9431040
334616790,Gypsy Cards,2.5,234,Evermagica,16702740
334828574,Missile Pod Launcher,4,95466,Belprog Belprog,15370240
335019557,Stone Wars,2.5,295,EpicForce Entertainment Ltd.,52757132
335029050,Catan Classic,4,178,USM,888494080
335049342,Solve Sudoku FREE,5,960,Procypher Software Co.,1098368
335249553,TowerMadness Zero,3,3284,Limbic Software,58547200
335498819,Vikings Free,4,63,"Entertaining Games, Inc.",5336201
335523128,Galaxy Trek,2,849,George Dimidik,9961472
335545504,King of Dragon Pass,3.5,532,"A Sharp, LLC",364954624
335789094,Bad Apples,3,746,Metaversal Studios,34713600
335929820,Sudoku Scrapbook,4,3910,Mighty Mighty Good Games,27623424
335941858,Handgun FREE,4,118,Belprog Belprog,16375808
336106741,Fare City: Taxi Mania FREE,4,486,Finkly Interactive,30134272
336302082,Art Of War 2: Global Confederation,3.5,884,Gear Games,12349649
336305171,Orbital Free,3,80790,bitforge Ltd,22872064
336472524,Arctopia: A Puzzle Game,3,1419,Alexander Williams,11697152
338117897,2012 Tumble,3,297,Rich Olson,1250034
291074572,Mind the Corners,3,8000,Zentropy Software,1530880
323249918,Hexxagon,2.5,900,Aleksejs Voloviks,5334016
338490375,DropZap,2.5,240,Amir Michail,29578240
338729908,Furballs!,3,1471,"Freecloud Design, Inc.",63169536
339224754,Pinochle Plus,2.5,6630,fishdog.net,43512832
339348074,Solo Noble - Peg Solitaire - Free,3.5,158,iKreeda Games,6322647
339451567,Pok Dexter - Generation I to VI,2.5,3183,iVenus,331237376
339473599,Age of Conquest: North America,4,26674,Noble Master LLC,36946944
339597241,Jewel Lines Lite,3.5,17409,"Software River Solutions, Inc",8592384
339720335,Termite,5,7,Milan Toth,1202176
340769953,Trenches,3.5,37435,"Catapult Consulting, LLC",37340259
341089820,Solitaire Classic,4,532,Iversoft Solutions,211776512
341239927,Fragmental 3D - Build Lines with Falling Blocks!,2,18,Aesthetic Interactive,7619584
341288790,ShotTacToe,4,836,Phone Bros,13151232
342097431,European War,3.5,13618,EASY Inc.,14863724
342254531,Catch-21,4,64,Game Show Network,11439792
342648612,TapOut by Tapjoy,4,184,TapJoy,11333632
342960702,Red Conquest! (Episodes 1 & 2!),2.5,310,Cat in a Box Games,19387392
343751704,Alien Antigens Lite,3.5,92,Twisted Noodle llc,6556139
343795703,Shredder Chess Lite,3.5,324,"Eiko Bleicher, Skizzix.com",24859648
343816134,Home Sweet Home LITE,3.5,1736,Big Blue Bubble,25593921
344058289,Six Logic: Use your Brain!,2.5,1377,Horacio Jimenez,53878784
344115274,Zen Wars,2,6,subzero.eu,56263680
344942625,3 Boxes,3.5,96,Jan Mazurczak,26754048
345015452,Age of Conquest: Asia,3.5,1739,Noble Master LLC,37567488
345748786,Strimko Lite,4,1009,"Puzzlium, Inc.",13945969
346622193,Rogue Planet - FREE,2,602,Agharta Studio,80186242
346656942,Fragmental 3D Lite - Build Lines with Falling Blocks!,4,1335,Aesthetic Interactive,7988224
347024989,Merchant,3.5,37350,Oberon Interactive,52686848
347872059,European War Lite,2,119,EASY Inc.,14912432
347920086,Instant Chess,3,1229,InstantChess Ltd,123698176
347990652,Solve My Sudoku Penultimate,3,1229,Bata Construction,215840
347996243,Optia,3.5,14,Beder Studios,32712704
348056335,Hipercubo,4,342,StudioAvante,13109248
348308731,2012 Zombies vs Aliens Warfare,3,254,Infinidy Corp,14556326
348639431,Crazy Chess Random - BA.net,4.5,10311,Jaime Garcia Ghirelli,46803968
348741265,Bungee Stickmen - Australian Landmarks {LITE +},2.5,319,Poulet Maison Ptd Ltd,10781853
348792842,Tic Tac Toe Countdown,4,98,Poulet Maison Ptd Ltd,10781853
348795059,Space Harvest,3,49,Mikito Yoshiya,9549824
349841578,Shark Attack Lite,3.5,307,All-Seeing Interactive,19326976
351086172,Pinochle,3,41,The Clash Soft,8296134
351214816,Space Adventure,3,11,fishdog.net,50140160
351448383,M,1.5,200,Aleksejs Voloviks,47455232
351683087,Two Hearts,4.5,9908,House Full of Games,11632640
352292715,TankTigersES,3,124,Abbacore LLC,5049774
353864056,ADMIRAL : Battle for Uranium,3.5,6381,RustyRaven,16819162
353941606,Vile Haberdashery,5,37,S.MARSAULT,47454208
355022891,Laser Chess,3.5,1456,Barking Dog Interactive,19125248
355524910,Worms 2: Armageddon,3,157,Modular Dreams Inc,2651122
356086906,1 2 25,3,13433,Team17 Software Ltd,529755136
356161101,Taxi Gone Crazy,4.5,28,Scanraid Ltd,1224994
356277312,Sync-Ball,4.5,8,Social Mobile Designs LLC,6678875
356578890,Musket & Artillery: American Revolutionary War Lite,4,45686,"Tozai, Inc.",8821760
357708798,Bubble Shooter Classic,2.5,1096,EASY Inc.,27736030
358060284,Chess+More,2.5,39,Absolutist Ltd,10806272
358348579,Chicks,2.5,2117,Joshua Minor,12133376
358617686,Shogi Lv.100 (Japanese Chess),3.5,12215,Triniti Interactive Limited,29326612
359033497,Mills And More Lite,3.5,6230,UNBALANCE Corporation,23948288
359060159,TheBench,3.5,579,MeganetSoft,2708572
359081738,Chrome-8,4,2303,Panacea Technologies,18437120
359891723,ESPN Tournament Challenge,4,1638,LMH Slund AB,13504512
360918170,River Tower Defence - Free tower defense games,4,6839,ESPN,92408832
361294339,Mahjong!,3,2738,MystoneGame Inc,70583296
362548659,Lonpos Lite,5,5,POK,8246272
362562850,Sudoku Tablet,4,184,Lonpos USA,18537472
362890121,Spider Solitaire Classic,2.5,16,Heiko Hambrock,18915328
363480718,Warlords: Call To Arms,4.5,368,Iversoft Solutions,50012160
363503154,Worms HD,2.5,420,Greyhound Games,12067083
364165557,Small World 2,3.5,24688,Team17 Software Ltd,157129465
364204209,Fieldrunners for iPad,3,107,Asmodee Digital,257059840
364478839,Chinese Checkers Lite,2.5,15,"Subatomic Studios, LLC",219693056
364502845,Free Cell Classic,3.5,187,WildCard Classics Inc,57462784
364741787,WORP HD - Next Gen Solitaire Puzzle,4.5,954,Triniti Interactive Limited,10511989
364854741,SmartGo Kifu,5,1229,Maximilian Auer,22065152
364870866,Touch Physics HD,3,1361,"Smart Go, Inc.",64207872
364895370,Tank Ace 1944 HD,4.5,1003,Gamez 4 Touch,17022757
364900027,Shredder Chess for iPad,2,697,RESETgame,16104448
364902376,Airport One,4,2987,"Eiko Bleicher, Skizzix.com",34542592
364918873,Fish Farm,3,85,"Touch Art, s.r.o.",62170112
365417902,G.Blacksmith Lite,3.5,2217,bitbros Inc.,39510016
365445568,You & Me - Boxes Lite,4,129759,Crazy Carpenter,23666919
365735712,Airport Madness Mobile,2.5,132,Key Software Services Private Limited,3866624
366248696,Chess Premium HD,2.5,387,Eric Snider,60317696
366253054,Dream Travel Agency,3,705,Optime Software LLC,52358144
366536578,Tank Ace 1944 HD Lite,4.5,18279,"AFEEL, Inc.",131782656
366561888,Pitch,3,136,RESETgame,16104448
366798640,Four Tribes,3,156,Jeff Harden,78302208
366939020,Airport Madness Mobile Lite,3,37299,"Sean O'Connor",20706304
367107953,Farm Story,4,978,Fluik,40773632
367235715,Slotter,3,39,Storm8 Studios,105713664
367322717,Capita,4,5326,Eric Snider,39673856
367568101,Shogi Lv.100 for iPad (Japanese Chess),2.5,26,DigitalOrigins Ltd,15073280
367637700,Chess HD  ,4,1158,UNBALANCE Corporation,23407616
367907414,3D Benchmark,4,3447,Optime Software LLC,71884800
368167255,RuneRun,3,11,Luis Evaristo Rodriguez Campos,23119872
368425673,Park Star Lite,3.5,119,Redikod,6987776
368440550,ALERT! Finger Button Fun (FREE),5,19,EASY Inc.,7696478
368841090,TowerMadness HD,3.5,769,"Zealogic, Inc.",2517539
369230474,Square-Off - An Educational Game from School Zone,4,23,Limbic Software,65495040
369632622,Empire Ascendant Lite,3,1782,School Zone Publishing,46461952
370505059,Frosting Free,3.5,552,DeadRatGames,5767777
370559102,Land Air Sea Warfare,3,183,Rahul Biswas,14755916
370826800,Crank It! - Letters - Brain Teaser,3.5,51383,Isotope 244,154198016
371177212,Crank It! - Numbers - Brain Teaser,4,1250,Tsolias Software,2984960
371323725,Tactica - Turn Based Strategy,3,136,Triniti Interactive Limited,20720901
371380665,Backgammon NJ HD,4,2091,mathHeartCode UG(haftungsbeschraenkt),44390400
371670940,Tate Trumps,4.5,676,Jimmy Hu,48809984
372283052,Sudoku Colors HD,4.5,1312,Tate Gallery,19681763
372918687,Hero Wars : Free,4,2205,"Big Blue Clip, LLC",12778912
373002953,Blood & Honor No Ads,4,203,Naomicsoft,21807104
373258797,Kakinoki Shogi for iPad,4.5,22149,Sandstorm Interactive S.R.L.,208099328
373750568,G.Blacksmith.Color Lite,4,13,Yoshikazu Kakinoki,23780352
374143422,Magic Alchemist,4,38,Crazy Carpenter,20304207
374166033,Fantastic Checkers Go,4,997,erdenkriecher.de,129360896
374226978,Igowin Pro,4,2171,EnsenaSoft,28652544
374559518,Galactic Empires: Age of Battle,2.5,55,Smart Games,25844736
375694800,Simply Gomoku HD,3,914,Serhiy Zahniy,165506048
375715528,Keno Pad,4.5,1249,Simply Game,6614449
375968612,Sensible Soccer Skills,4,861,Keno Tap LLC,5702656
376098160,Bubble Explode - Blast Shooter,3.5,3293,Reliance Big Entertainment UK Private Ltd,20264890
376129315,Collider,3,188,Spooky House Studios UG (haftungsbeschraenkt),118840320
376533255,Nuclear Defence HD,4.5,10,"Freecloud Design, Inc.",30252032
376637764,Oubliette,3,361,Gianluca Natalini,42488832
376949996,Zombie Dice,3,103,GabySoft,61472768
377182568,My Kingdom for the Princess HD,4.5,725,Steve Jackson Games,35420160
377544857,Aqueduct,1.5,56,Nevosoft LLC,121187328
377617125,Destroy9 Limit,3,63,Kieffer Bros.,63946752
377664389,Dice Match,5,5,Naomicsoft,37152386
377734408,Lux USA - American Civil War,4.5,60,Gary Cox,34355200
377883789,Hero Wars : Lite,3,298,Sillysoft Games,39472128
378161776,CHESS,4,12661,Naomicsoft,15966508
378290829,Arimaa Trainer,3,93,Mastersoft Ltd,112579584
378491005,Magic Alchemist Classic,2.5,479,Martti Juotasniemi,10514432
378652919,Destroy9 - Alien Free,3.5,563,erdenkriecher.de,128826368
378756466,Domino for iPhone,3,100,Naomicsoft,13305796
378772227,Train Conductor 2: USA,4,3673,Jose Varela,38358016
379424297,My Kingdom for the Princess HD Lite,3.5,3298,The Voxel Agents,30310400
379485289,Tic Tacky To,3,354,Nevosoft LLC,71461888
379824953,Peppers Lite The  Game,4,481,A S K products,925334
381004911,Conquist Lite,4.5,10,Spooky House Studios UG (haftungsbeschraenkt),93254656
381118863,Blocks Mania,4,8861,Schmeuk Studios,5682435
381945962,Taipan! Mobile,2,6,Rafal Staszewski,16161543
382010483,Morocco HD,3.5,663,"Fair Oaks Labs, Inc.",3125248
382635254,Robo Logic 2 HD - Lite,4.5,39,Bayou Games,51822592
382679047,Imperial,3,403,digitalsirup GmbH,15421440
382693659,Nether Earth,4,5164,Javelin Sdn Bhd,17991680
382783275,Legends of Elendria: The Frozen Maiden,4,139,Aleksejs Voloviks,4241408
383244367,Fanoron,3.5,515,Codito Development Inc.,103183360
384357212,Aqua Globs HD,4,197,CapeApps,10132718
379824953,Peppers Lite The  Game,4,788,A S K products,925334
384367567,Bomb Squad Patrol,4.5,26,Qwiboo Ltd,10350262
384405726,TD Free,4,11125,Justin Weiss,3892224
384844988,Valor,3,57,Orz Games,24436634
384855809,Simply Gomoku,4,37,Quark Games LLC,62133248
385429453,Simulator for Starcraft 2 Lite,3,6,Simply Game,6281433
385706933,Musket & Artillery: American Revolutionary War for iPad,2.5,34,"AFEEL, Inc.",10961235
321369231,WORMS,4,90,Team17 Software Ltd,253834240
386104577,Age of Conquest: World,2.5,12,HandyGames,50094080
386129283,Tap Tanks Lite,2.5,6,Noble Master LLC,42478592
386151503,Niggle (Oh Hell),4.5,889,EcmaSoft,30674388
386223177,Switch: Color Flip,4,1719,"Sean O'Connor",62168064
386260074,Digital Chess Clock,3.5,88,Carter Appleton,17375232
387156198,Eenies at War,4,766,Phil Bevan,1503232
387310377,IQ Test: Calculate your IQ,2.5,28,Savy Soda,65256448
387320055,Starbase Command,3,26,Anxa Europe Limited,10477568
387351111,Tap Tanks HD Lite,4,1815,"Chimera Software, LLC",19929855
387650111,Symmetry Shuffle,4,6602,EcmaSoft,27007974
387851983,War of the Gods,2,9,Carstens Studios Inc.,36168704
387944315,Blood & Honor: War and Risk,4,22,EASY Inc.,19490740
388187669,Bees vs Ants Lite,4.5,6983,Sandstorm Interactive S.R.L.,208402432
388615745,HexAddict Free,4.5,12,Racoon Game,10950039
389066545,Chess Knight Go,3.5,2492,LairWare,2686976
389361884,Ten Drops,4,1920,EnsenaSoft,28962816
389456852,Shogi Live,2.5,10384,"TinoMe Tech Co., Ltd.",12941681
389762204,Magic Life Counter,4.5,12485,Japan Shogi Association,112240640
390422167,Catan Classic HD,4.5,2820,Ajfek Software,72173568
390442890,Jumping Frog HD Lite,4,303,USM,812956672
390817401,Bicentenario 2010: Los Hroes de Mxico,4.5,13147,mohammad owais,1121700
391098251,Mind Twist,4.5,1439,Ivan Ramirez,101123893
391234866,Hedgewars,4,615,Thomas Braun,39820288
391239935,Land Air Sea Warfare HD RTS,4.5,36217,Anton Malmygin,181682176
391294299,Trek Quest HD,4,124,Isotope 244,154198016
391297152,Neuroshima Hex,4.5,59,Matthias Schorer,52587520
391545915,"Hammurabi, The Game",3.5,113,Portal Games,594029568
391563661,Hunt The Dragon,4,12136,Alessandro Benedettini,70511616
391986469,Hypno Digit,3.5,832,Alessandro Benedettini,66524160
391988755,International Draughts 10x10,3.5,383,Sam Meech Ward,1218106
392789372,Stratosfall,4,18605,Cedric Hammiche,1506304
392885979,Live Chess,3,94,Neverbyte LLC,32216064
392918110,War of the Gods for iPad,4.5,17551,"Dreamonline,inc.",45790208
393180444,Decked Builder Lite,3.5,137,EASY Inc.,49774293
393340337,Lead Wars,3,32,TJ Soft,50365440
393467276,Touch of Combat Lite,3,9,DemonStudios,21241856
393567084,Free Tiles Slider Puzzle For Kids(Picture Slider),4,407,KrookedHook Media,15812315
393575110,Airport Madness Challenge,4,37,"Fifth Column Labs, LLC",26655870
393575527,Airport Madness Challenge Lite,3.5,19,Fluik,63327232
393734203,REVLUX Reverseit,3.5,53,Fluik,63400960
393917657,Advanced Mill,4,1006,Claude Roeltgen,2682880
394057299,Battleheart,3.5,197,VTDev Informatics LLC,33515520
394314909,Tanks and Turrets,4,1016,"Mika Mobile, Inc.",275684352
394634657,SimpleChess (Online),3.5,35,Gordon Roberts,15852132
395130613,Army Lines,4,12,Europe Echecs,61551616
395183271,Panzer Elite,4,7955,Triniti Interactive Limited,40911291
395928305,MiniTycoon Casino,4,531,Games Cafe Inc.,252247040
396085661,Game Dev Story,4.5,1985,MindJolt,19831723
396103539,Sentinel 3: Homeworld,3,5867,"Kairosoft Co.,Ltd",191455232
396597126,Free Sudoku Unlimited,4.5,8409,Origin8,113908373
396607391,Muhle and Mills,3,15,John Rouda,5017600
396837225,Cartoon Wars 2: Heroes,2.5,30,Khagesh Patel,12118016
397090691,Decked Builder,4.5,12,BLUE GNC,42482779
397635670,Simply Gomoku Online,2.5,243,TJ Soft,37890048
397836467,Hotel Dash Deluxe,4.5,3330,Simply Game,8312661
397998531,Planet Minesweeper 3D,4,346,Glu Games Inc,50085888
398133128,SparkChess Pro,3,27,Tapnik,25516032
398398860,Chess Trainer,3.5,115,Media Division SRL,57085952
398884361,Spooky House  Halloween,4,25,DoggyBag,34477056
398916179,CrossPix Magic Express,4.5,141,Spooky House Studios UG (haftungsbeschraenkt),133463040
398941864,Zombie Trailer Park,4.5,552,Christian Urquhart,6414161
398975927,Stratego  Single Player,2.5,32,Ninja Kiwi,40485929
399226597,PipeRoll,3,5,zhang xu,27389160
399232537,Flower Shop Big City Break Lite,3.5,119,Navigation-Info Kft.,32022528
399710457,Hotel Dash,4,1841,"TikGames, LLC",28015888
400458573,Tracks,3.5,941,Codito Development Inc.,50015232
400600724,Girls Cooking Games - Free barbecue cooking games,4,12,United Command International,11968146
401377159,Gem Struck,3,6,"AFEEL, Inc.",42928128
401468962,Alphabet Race,4,172,Sticky Ice Games,16351232
401529229,Panzer Elite Lite,4.5,15468,Redwheel Apps,12328960
401710533,Hotel Dash: Suite Success Deluxe,4.5,41024,EASY Inc.,46484944
402131111,E.G. Chess,2,1675,Glu Games Inc,40382464
402362706,European War Lite for iPad,5,39,Kris Arndt,75919360
402516081,Aqueduct 101,4.5,180,EASY Inc.,24391873
402793509,Bomber Captain,4.5,47,Kieffer Bros.,58638336
403016297,Chess..,3.5,57,Magitech Corporation,58212352
403728103,Executive Checkers,4.5,9418,baKno Games,224016384
404016931,Simply Solitaire HD,3.5,733,Executives on the Web Ltd,25436160
404018064,Just Solitaire: Russian,4.5,538,YoYo Games Ltd.,51691520
404019594,Just Solitaire: 40 Thieves,4,5113,"CleverMedia, Inc.",30312448
404242044,Checkers  1,4.5,513,"CleverMedia, Inc.",30312448
404515795,Emross War,3.5,820,Itchigoo,72999936
404553553,Bloons TD 4,4,114,iFree Studio Limited,18796544
404761993,Infinite Battles,2,53,Ninja Kiwi,24138752
